# TRAIT AUDIT — does the trait/excess/inverse triple intersect all three of its axes?
#
# A triple is authored, not derived, but it has to read as a plausible collision of the
# bean, the flavour and the form. Nothing checked that until this file. Diagnostic only:
# nothing here rewrites anything. Sheets and the report: `node scripts/trait-audit.mjs`.
#
# COLUMNS
#   b / f / m   bean, flavour, form — 0-3 each
#   min         the headline. A sum hides the real failure: a fine trait that ignores
#               one axis completely. A triple is only as good as its weakest axis.
#   exc / inv   ok | weak | wrong
#   note        which axis is weakest, and why
#
# THE 0-3 SCALE
#   3  load-bearing. Take the axis away and the trait stops making sense.
#   2  present and consistent, but would survive a swap to one neighbour on this axis.
#   1  compatible but generic — several values on this axis would serve equally.
#   0  absent, or contradicted: the trait belongs to a different value on the axis.
#
#   EXCESS — the same quality overdone. Not a different vice, not the trait plus an
#   intensifier. Test: does it still describe someone doing the trait, past the point
#   where it serves them?
#   INVERSE — a disposition someone could hold and defend, not the trait's absence.
#   Test: could facetLeast be written as a person choosing it, with its own freedom
#   and its own price?
#
# SCORED COMPARATIVELY, NEVER ONE ENTRY AT A TIME. An absolute judgement on a single
# adjective is noise — any word can be argued into any cell. Each score comes from a
# reading that holds two axes fixed and varies the third: 30 column readings (12 beans,
# one preparation) for b, 12 grid readings (one bean's 5x6) for f and m.
#
# NO STRUCTURAL SIGNAL SCORES ANYTHING HERE. Against the 21.9% base approved rate,
# "trait lifted verbatim from a parent's list" is 30% approved and "over-/self- excess"
# is 40% — both fire MORE on approved. Bare-negation inverse is 17%, shared stem 21%.
# They print as context on the sheets and stay out of the score. Anchor 4 below is a
# verbatim lift and a 3/3/3.
#
# ============ THE ANCHORS — what a 3 looks like, taken from approved entries ============
# Approval is the spec. These eleven were read first and the scale was set to them, so a
# draft scoring 1 means "unlike these", not "unlike a rule I invented". Spread over all
# 5 flavours, all 6 forms, 8 beans.
#
#  1. spicy-dried-navy — tough / closed-off / skittish
#     FACETS.md's own worked example. Navy stores well and never fails; spicy is heat
#     demanding your whole attention; dried alone among the forms UNDERGOES NOTHING.
#     Tough is heat taken with no visible change — remove any axis and it collapses.
#     Excess: toughness past its use, not a new vice. Inverse: skittish is a person.
#
#  2. spicy-boiled-navy — rigid / obstinate / yielding
#     Same bean, same flavour, form swapped, and the trait moves — which is the whole
#     test. THE FORM IS LOAD-BEARING BY CONTRAST, not agreement: boiled is immersion,
#     where everything softens, and rigid is what navy does in that pot instead. A 3
#     does not require the trait to agree with its axis, only to need it. (The inverse
#     is boiled's own positiveTrait — the form's virtue is what refusing it costs.)
#
#  3. bitter-dried-cannellini — ascetic / self-denying / hedonistic
#     Three-way agreement, each irreplaceable: cannellini is "the refusal of the
#     unnecessary", dried takes away "only what is inessential", bitter is the flavour
#     children reject and cultivated palates seek. Ascetic is all three at once.
#
#  4. umami-boiled-chickpea — adaptable / shapeless / set
#     Lifted verbatim from the bean's list and still a 3/3/3, which is why the verbatim
#     check scores nothing. The bean file's own line is that a chickpea "holds its shape
#     in a slow braise or dissolves into something entirely new" — the braise IS boiled,
#     and umami is the slowness that gives it time to choose. Excess "shapeless" is the
#     adapting continued past the point of having a self.
#
#  5. sour-fried-cannellini — meticulous / obsessive / sloppy
#     Cannellini is exacting; sour is incisive. The form is what makes it cost something:
#     "oil offers no second attempt". Meticulous under fried is care that has to be right
#     the first time, which is a different creature from meticulous under boiled.
#
#  6. bitter-fried-edamame — decisive / peremptory / dithering
#     The second verbatim lift (from the form) that is still a 3. Edamame "reaches
#     conclusions while others are still framing the question"; fried is "the doing is
#     the thinking"; bitter is what makes it cold rather than eager. Excess "peremptory"
#     keeps the quality and removes the room for anyone else.
#
#  7. umami-roasted-adzuki — warm / presumptuous / frosty
#     Roasted develops outward "where everyone can see"; umami is depth arrived at
#     slowly; adzuki convenes. Warm is the convening turned outward and left to deepen.
#     Excess is the good test: presumptuous is warmth that has stopped asking, not a
#     separate fault.
#
#  8. sweet-smoked-butter — hazy / befogged / crisp
#     Anchors the flavour as TEMPER. Smoked supplies the haze; butter supplies the lack
#     of hurry; sweet is the only reason it is comfortable instead of sinister — the
#     same cell under bitter is eerie (bitter-smoked-green), and it is the flavour alone
#     that separates them.
#
#  9. umami-smoked-edamame — prescient / fatalistic / blindsided
#     Smoked's own line is that what a smoked bean says "surfaces in the listener's mind
#     hours later"; edamame sees what is there and skips the preamble; umami is the
#     depth that makes it earned rather than lucky.
#
# 10. sweet-roasted-kidney — cherishing / possessive / uncaring
#     Kidney protects and stands between; roasted does it in the open; sweet makes it
#     affection rather than guard duty. Excess "possessive" is the bean's own shadow
#     reached by continuing the trait, which is exactly the relation excess should have.
#
# 11. bitter-fermented-pinto — artistic / precious / philistine
#     Fermented is transformation from within, in conditions no one sees; pinto turns
#     "the swirling interior landscape into something others can touch"; bitter is the
#     acquired taste that stops it being merely expressive. Excess "precious" is the
#     interior work valued past what it made.
#
# =======================================================================================
slug	bean	flavour	form	trait	excess	inverse	b	f	m	min	exc	inv	approved	note
bitter-dried-green	green	bitter	dried	honed	narrow	unpractised	1	2	3	1	weak	weak	n	bean: honed is refinement earned slowly; green is eager and unpolished | exc: narrow is a different fault; inv: unpractised is a skill
bitter-fried-navy	navy	bitter	fried	incisive	cutting	woolly	1	2	3	1	weak	ok	n	bean: incisive is edamame's or black's; the Keeper is not sharp | incisive is SOUR's own positiveTrait; exc: cutting is the same metaphor one notch on
bitter-roasted-green	green	bitter	roasted	brisk	abrupt	dawdling	3	2	1	1	weak	ok	n	brisk is quick and clipped, roasting is slow and patient; the clash goes unregistered
bitter-smoked-butter	butter	bitter	smoked	still	inert	restless	3	1	2	1	ok	ok	n	see bitter-dried-butter: the flavour is doing no separating work
sour-boiled-edamame	edamame	sour	boiled	logical	unfeeling	illogical	3	2	1	1	weak	weak	n	logic owes nothing to immersion; exc: unfeeling names a coldness the trait never claimed
sour-boiled-navy	navy	sour	boiled	literal-minded	wooden	elliptical	3	2	1	1	weak	ok	n	literal-mindedness owes nothing to immersion; exc: wooden names manner
sour-fermented-green	green	sour	fermented	quirky	weird	conventional	2	1	3	1	ok	ok	n	bean: quirky is pinto's | quirk is the form's business, not sour's
sour-roasted-black	black	sour	roasted	earnest	pious	facetious	1	2	3	1	weak	ok	n	bean: earnestness is not the Observer's; black is discreet and withholding | exc: pious is a different vice
sour-roasted-chickpea	chickpea	sour	roasted	open-minded	uncritical	bigoted	3	1	2	1	ok	weak	n	open-mindedness owes nothing to acid; inv: bigoted is a moral verdict, not a disposition
sour-roasted-kidney	kidney	sour	roasted	fair	legalistic	unjust	1	3	2	1	ok	weak	n	bean: the Protector takes sides by definition; fairness is chickpea's or navy's | inv: unjust is a moral verdict
sour-smoked-mung	mung	sour	smoked	revealing	exposing	concealing	2	3	1	1	weak	ok	n	bean: revealing is pinto's expressiveness | revealing is the opposite of smoke's concealment and never registers it
spicy-dried-cannellini	cannellini	spicy	dried	sure	infallible	erratic	2	1	3	1	ok	ok	n	bean: sure is navy's or fava's | sure owes nothing to spicy; dried carries the whole trait
spicy-dried-mung	mung	spicy	dried	piquant	overpowering	insipid	1	3	2	1	ok	weak	n	bean: piquant names a taste and carries no bean at all | piquant names a taste, not a way of being; inv: insipid is an absence
spicy-fermented-butter	butter	spicy	fermented	eccentric	bizarre	orthodox	1	2	3	1	weak	ok	n	bean: eccentricity is pinto's or green's; nothing about the Pacifist is odd | exc: bizarre is an intensifier
spicy-roasted-black	black	spicy	roasted	magnetic	mesmerising	repellent	1	2	3	1	weak	ok	n	bean: magnetism is the opposite of the Observer's discretion | exc: mesmerising is an intensifier
spicy-smoked-chickpea	chickpea	spicy	smoked	frenetic	frazzled	unhurried	2	3	1	1	weak	ok	n	bean: frenetic is green's restlessness | frenetic fights smoke's slowness and never registers it
spicy-smoked-edamame	edamame	spicy	smoked	feisty	scrappy	docile	2	3	1	1	weak	ok	n	bean: feisty is green's or kidney's | feisty is loud and direct; smoke is neither and the clash goes unregistered
sweet-boiled-cannellini	cannellini	sweet	boiled	kind	permissive	unkind	1	3	2	1	ok	weak	n	bean: kindness has nothing to do with the Curator; mung or butter own it | inv: unkind is a bare negation and reads as a slur
sweet-boiled-edamame	edamame	sweet	boiled	dependable	predictable	unreliable	1	2	3	1	weak	weak	n	bean: dependable is NAVY's own positiveTrait and navy is in this column | exc: predictable restates rather than overdoes; inv is a bare negation
sweet-dried-adzuki	adzuki	sweet	dried	devoted	idolatrous	uncommitted	1	2	3	1	ok	ok	n	bean: devoted is KIDNEY's own positiveTrait and kidney is in this column
sweet-dried-cannellini	cannellini	sweet	dried	exquisite	ornamental	rough-and-ready	3	1	2	1	ok	ok	y	exquisite is bean-plus-bitter; sweet contributes little
sweet-fermented-edamame	edamame	sweet	fermented	practised	rote	unrehearsed	2	1	3	1	ok	weak	n	bean: practised is thin and unanchored | practised is a skill, not a disposition (FACETS); sweet adds nothing
umami-boiled-green	green	umami	boiled	prolific	unedited	barren	3	1	2	1	ok	weak	n	bean: pick one and three more appear | prolific is the bean's own fecundity; umami adds nothing
umami-fermented-cannellini	cannellini	umami	fermented	idealistic	quixotic	disillusioned	2	1	3	1	ok	ok	n	bean: idealistic is fava's or pinto's | idealistic owes nothing to umami; the form carries it
umami-fermented-chickpea	chickpea	umami	fermented	innovative	gimmicky	stale	2	1	3	1	ok	ok	y	bean: innovative is pinto's inventive | innovation owes nothing to umami; sour or spicy would serve
umami-fried-adzuki	adzuki	umami	fried	passionate	combustible	dispassionate	2	1	3	1	ok	weak	n	bean: passionate is kidney's | passionate belongs to spicy; inv is a bare negation
umami-fried-chickpea	chickpea	umami	fried	proactive	meddlesome	reactive	2	1	3	1	ok	ok	y	bean: proactive is edamame's or green's | proactive owes nothing to umami; the form carries it
umami-fried-mung	mung	umami	fried	purposeful	grim	purposeless	2	1	3	1	weak	weak	n	bean: purposeful is edamame's practicality | purpose owes nothing to umami; exc: grim is a mood; inv is a bare negation
umami-roasted-butter	butter	umami	roasted	receptive	porous	closed	3	2	1	1	ok	ok	n	receptive takes in, roasted radiates out; the clash goes unregistered
umami-roasted-green	green	umami	roasted	curious	nosy	uninquiring	3	1	2	1	ok	weak	n	curious is the bean's own word; umami adds nothing
umami-roasted-mung	mung	umami	roasted	melancholy	despondent	breezy	2	3	1	1	weak	ok	n	bean: melancholy is the flavour's shadow, not a bean disposition | melancholy contradicts roasting's outward flourishing without registering it
umami-roasted-navy	navy	umami	roasted	wistful	yearning	forward-looking	2	3	1	1	weak	ok	n	bean: wistful is pinto's or adzuki's | wistfulness contradicts roasting's outward flourishing without registering it
bitter-boiled-chickpea	chickpea	bitter	boiled	conciliatory	appeasing	combative	3	1	3	1	ok	ok	n	conciliation is sweet's ground; bitter is cold and supercilious
bitter-dried-adzuki	adzuki	bitter	dried	selective	exclusionary	indiscriminate	1	3	3	1	ok	weak	n	bean: selectivity is cannellini's whole business (the Curator edits ruthlessly) | inv: indiscriminate is the absence of selecting
bitter-dried-kidney	kidney	bitter	dried	hardy	unyielding	frail	3	1	3	1	ok	weak	n	hardiness owes nothing to bitter; inv: frail is a condition, not a stance
bitter-dried-navy	navy	bitter	dried	steady	inflexible	vacillating	3	1	3	1	ok	ok	n	steady is BOILED's own positiveTrait sitting on dried; bitter adds nothing
bitter-fried-black	black	bitter	fried	forensic	inquisitorial	cursory	3	3	1	1	ok	ok	n	form: forensic work is slow; fried does nothing and the trait never registers the clash
bitter-fried-green	green	bitter	fried	impatient	precipitate	long-suffering	3	1	3	1	ok	ok	n	impatience owes nothing to bitter; it is bean plus form
bitter-roasted-navy	navy	bitter	roasted	prudent	miserly	profligate	3	3	1	1	weak	ok	n	prudence refuses what roasting does and never registers it; exc: miserly names money
bitter-smoked-chickpea	chickpea	bitter	smoked	liminal	unmoored	planted	3	1	3	1	ok	ok	n	liminality owes nothing to bitter; the form carries the whole trait
bitter-smoked-mung	mung	bitter	smoked	ethereal	wraithlike	earthy	3	1	3	1	weak	ok	n	ethereality owes nothing to bitter; exc: wraithlike is a near-synonym
sour-boiled-cannellini	cannellini	sour	boiled	precise	hairsplitting	approximate	3	3	1	1	ok	ok	n	form: precision owes nothing to immersion
sour-boiled-green	green	sour	boiled	outspoken	indiscreet	silent	3	3	1	1	ok	weak	n	outspokenness owes nothing to immersion; inv: silent is an absence
sour-fermented-butter	butter	sour	fermented	understated	invisible	showy	3	1	3	1	ok	ok	n	understatement is bitter/smoked territory, not sour
sour-fried-butter	butter	sour	fried	composed	phlegmatic	jumpy	3	1	3	1	ok	ok	y	composed is boiled's own word; the form carries it by contrast
sour-roasted-mung	mung	sour	roasted	solicitous	smothering	neglectful	3	1	3	1	ok	ok	n	solicitude is sweet's ground; sour adds nothing
sour-smoked-butter	butter	sour	smoked	quiet	mute	clamorous	3	1	3	1	weak	ok	y	exc: mute is an absence; sour does nothing for quiet
sour-smoked-kidney	kidney	sour	smoked	searing	withering	coddling	3	3	1	1	ok	ok	n	searing is direct fire; smoke's whole mechanism is that the flame is elsewhere
sour-smoked-pinto	pinto	sour	smoked	allusive	riddling	unambiguous	3	1	3	1	ok	ok	y	allusion owes nothing to acid; the form carries the whole trait
spicy-dried-fava	fava	spicy	dried	audacious	outrageous	cowed	3	3	1	1	weak	ok	n	audacity owes nothing to drying; exc: outrageous is a near-synonym
spicy-dried-pinto	pinto	spicy	dried	hot-blooded	unhinged	tempered	3	3	1	1	weak	ok	n	hot-blooded is wet and immediate; drying removes exactly that
spicy-roasted-butter	butter	spicy	roasted	indulgent	dissolute	puritanical	3	1	3	1	ok	ok	n	indulgent is the bean's own shadow and sweet's ground; spicy adds nothing
spicy-smoked-green	green	spicy	smoked	footloose	adrift	anchored	3	1	3	1	ok	ok	n	footloose owes nothing to heat; the form carries the whole trait
sweet-boiled-adzuki	adzuki	sweet	boiled	joyful	euphoric	cheerless	3	3	1	1	weak	weak	n	form: joy that sustains is a stretch the word does not carry
sweet-boiled-green	green	sweet	boiled	playful	frivolous	grave	3	3	1	1	ok	ok	n	play owes nothing to immersion
sweet-dried-fava	fava	sweet	dried	indomitable	unrelenting	defeated	3	1	3	1	weak	weak	n	indomitable owes nothing to sweet; exc: unrelenting is a near-synonym
sweet-dried-green	green	sweet	dried	familiar	overfamiliar	strange	1	3	3	1	weak	ok	y	bean: familiarity is the opposite of green's newness; navy or butter own it | exc: overfamiliar is the trait plus "over-"
sweet-fermented-black	black	sweet	fermented	pensive	moping	blithe	3	1	3	1	ok	ok	n	pensive is bitter/umami territory; sweet contributes nothing
sweet-fermented-mung	mung	sweet	fermented	gentle	timid	brutish	3	3	1	1	weak	ok	n	gentleness owes nothing to fermentation; and nurturing/tender/gentle are three near-synonyms in one row
sweet-fried-butter	butter	sweet	fried	sunny	pollyannaish	gloomy	3	3	1	1	ok	ok	n	form: sunny owes nothing to the pan
sweet-fried-fava	fava	sweet	fried	daring	devil-may-care	risk-averse	3	1	3	1	ok	ok	y	daring is the bean's own word; sweet adds nothing
sweet-fried-kidney	kidney	sweet	fried	doting	spoiling	distant	3	3	1	1	ok	ok	n	doting is continuous, fried is a single motion
sweet-roasted-cannellini	cannellini	sweet	roasted	welcoming	insistent	forbidding	1	3	3	1	ok	ok	n	bean: welcoming is chickpea's hospitable, and chickpea is in this column
sweet-smoked-black	black	sweet	smoked	mystical	occult	rationalist	3	1	3	1	ok	ok	n	mystical owes nothing to sweet; bitter or umami would serve
umami-dried-butter	butter	umami	dried	mellow	sluggish	jagged	3	3	1	1	ok	ok	n	form: mellow fights dried, which is spare and hard, without registering it
umami-dried-chickpea	chickpea	umami	dried	substantive	heavy-going	insubstantial	1	3	3	1	ok	weak	n	bean: substance is the opposite of the Connector's adaptability; edamame is in this column with it | inv: insubstantial is a bare negation
umami-fermented-fava	fava	umami	fermented	rebellious	insurgent	obedient	3	1	3	1	weak	ok	y	rebellion belongs to spicy or sour; exc: insurgent is the same word louder
umami-fried-black	black	umami	fried	focused	fixated	unfocused	3	1	3	1	ok	weak	y	focus is spicy's business, not umami's; inv is a bare negation
umami-fried-butter	butter	umami	fried	settled	sedentary	unsettled	3	3	1	1	ok	weak	n	settled fights fried and never registers it; inv is a bare negation
umami-fried-pinto	pinto	umami	fried	instinctive	unreasoning	calculated	3	1	3	1	weak	ok	n	instinct owes nothing to umami; exc: unreasoning is a bare negation used as an excess
umami-roasted-fava	fava	umami	roasted	defiant	insubordinate	submissive	3	1	3	1	ok	ok	n	defiant is the bean's own word; umami adds nothing
bitter-roasted-mung	mung	bitter	roasted	temperate	abstemious	intemperate	2	2	2	2	weak	weak	n	bean: temperate is butter's or navy's | exc: abstemious is a near-synonym; inv is a bare negation
sour-fermented-chickpea	chickpea	sour	fermented	clever	cunning	dull	2	2	2	2	weak	weak	n	bean: clever is edamame's | exc: cunning adds motive; inv: dull is a capacity
sour-fried-pinto	pinto	sour	fried	open	artless	guarded	2	2	2	2	weak	ok	n	bean: open is thin and would sit on chickpea | open near-duplicates candid two cells away; exc: artless names naivety
spicy-boiled-fava	fava	spicy	boiled	adamant	intransigent	wavering	2	2	2	2	weak	ok	n	bean: adamant is navy's rigidity | exc: intransigent is a near-synonym
sweet-fried-chickpea	chickpea	sweet	fried	funny	clownish	mirthless	2	2	2	2	ok	weak	n	bean: funny is thin; adzuki or pinto would carry it | funny/fun adjacent in one grid; inv: mirthless is an absence
sweet-roasted-chickpea	chickpea	sweet	roasted	fun	exhausting	dreary	2	2	2	2	ok	ok	n	bean: fun is barely a disposition | see sweet-fried-chickpea: fun and funny are not two traits
bitter-boiled-edamame	edamame	bitter	boiled	analytical	overanalytical	impressionistic	2	3	2	2	weak	ok	y	bean: analytical drifts to black's weighing | exc: overanalytical is the trait plus "over-", the intensifier failure at its purest
bitter-boiled-green	green	bitter	boiled	inquisitive	prying	incurious	3	2	2	2	ok	weak	y	inv: incurious is a bare negation
bitter-boiled-kidney	kidney	bitter	boiled	forbearing	martyred	intolerant	2	2	3	2	ok	ok	n	bean: forbearing is butter's accepting more than kidney's tenacity
