# BATCH 01 — pitch layout most=F high=E mid=G low=E least=G
#
# === sour-roasted-cannellini — frank / brutal / coy
# AXIS: you say the true thing out loud, to the person's face, when everyone else
#   is managing round it.
# NOT: blunt (a manner), honest (not lying vs volunteering), critical (judgement),
#   shameless (that is about your own standing, not theirs).
# OFF-LIMITS: shoebill staring; "give them the real answer"; "the plain answer saves
#   a week"; "leave a little unsaid"; "a hint does the job"; salsa verde, flat
#   statements. QUESTION owns: someone asks whether their business idea will work.
# bitter-dried-butter most, spicy-boiled-chickpea mid and low had manner tails trimmed
# after the cold read above. Re-read on the new text: butter most "You tell him it'll
# sort itself out" — ACT NEEDS him and the situation, both on the page, and it reads
# better without the book. chickpea mid "You wedge it shut with the strap of your bag"
# — the door, the drum and the bag are all on the page. chickpea low was rewritten to
# "You walk up to the rise and ring your friend to come and get you", which closes the
# gap flagged first time round: the line said there was no signal until the top of the
# rise and then had you ringing from where you stood.
# ============ COLD READ STAMPS — regenerate with `node scripts/cold-read.mjs stamp <file>` ============
# Each line is the facet text as it stood when it was cold-read. `commit` refuses
# the batch if any of them has changed since. Edit a facet, read it again, restamp.
#@ sour-roasted-cannellini most 527c949c58
#@ sour-roasted-cannellini high f56ae263b4
#@ sour-roasted-cannellini mid 41566f3500
#@ sour-roasted-cannellini low 0ff7d444be
#@ sour-roasted-cannellini least 85db108a59
#@ sour-fried-fava most 4a10e4cf4b
#@ sour-fried-fava high 401e831c51
#@ sour-fried-fava mid 3491cea3e5
#@ sour-fried-fava low b6f949358e
#@ sour-fried-fava least 8e9dd8feff
#@ umami-smoked-kidney most 4cff035bc9
#@ umami-smoked-kidney high b837f7bac8
#@ umami-smoked-kidney mid 26076bdd5e
#@ umami-smoked-kidney low 0df5307082
#@ umami-smoked-kidney least e7014b9b24
#@ bitter-dried-butter most c1ec014814
#@ bitter-dried-butter high 7059f91310
#@ bitter-dried-butter mid 1d86edd49d
#@ bitter-dried-butter low 5c66ef8684
#@ bitter-dried-butter least bf1980f9af
#@ spicy-boiled-chickpea most 9cab3e2cf8
#@ spicy-boiled-chickpea high 8b116776b6
#@ spicy-boiled-chickpea mid ed83c94b45
#@ spicy-boiled-chickpea low 2cda976bee
#@ spicy-boiled-chickpea least c625560c27
