# BATCH 12 — pitch layout most=G high=G mid=E low=G least=E
# Elevated slots are mid and least. Least is a withdrawal pole in four of the five
# entries, so least takes LANE B throughout; mid takes whichever lane the scene earns,
# declared per row.
#
# THREE SEPARATIONS DONE FIRST:
#   bitter-dried-mung (clinical) is CARE delivered as procedure. Both halves must be on
#     the page every time — take the care away and it is coldness, take the procedure
#     away and it is composure. It is not brisk (bitter-roasted-green, batch 09 —
#     tempo) and not forensic (bitter-fried-black — analysis of a thing).
#   sour-fermented-black (perceptive) is a PERCEPTION TRAIT and takes that rule: one
#     concrete deniable signal, the rest of the scene pointing the other way, an act
#     out of proportion to it, and the reader's inference never written down. It is not
#     observant (noticing detail) and not insightful (umami-roasted-black, batch 06 —
#     understanding what people are). Sour makes it unillusioned, fermented makes it
#     private — the reading is arrived at alone and acted on before it is said.
#   sweet-fried-chickpea (funny) — the entry blurb is explicit that it is not one-liners
#     but a room coming out lighter. So NO facet writes a joke. Writing the gag would
#     make the vote a judgement of my material and turn Resist into "that isn't funny".
#     Every act here is the MOVE that lightens — starting something, doing the daft
#     version — and the scene supplies what the lightening costs.
#
# === bitter-roasted-kidney — proud / vainglorious / self-effacing
# AXIS: you say what you made and what it took, out loud and in full, and you do not
#   shrink it to make anybody comfortable. Everything said is true.
# NOT: confident (spicy-roasted-edamame, batch 08 — belief in what you can do next),
#   vain (appearance), distinguished (standing other people confer). This is ownership
#   of work already done.
# OFF-LIMITS: a peafowl opening the whole tail; "pride grows until it needs an audience
#   to stand up"; "take the credit plainly"; "say somebody else did it"; "nobody minds a
#   modest person"; ancho, coffee, cacao.
#   OLD FACETS: a folder of photographs at a woodwork exhibition; a laid hedge walked
#   gate to gate; a marathon medal got out of a drawer; the restaurant you opened being
#   praised at the next table; a name read out at a prize evening. So no craft
#   exhibition, no medals, no prize-giving.
#   QUESTION owns: the contract table, and the bridge everyone drove over.
# NOT: observant (noticing), insightful (understanding people), knowing. The sour edge
#   is that the reading is unillusioned; the fermented part is that it is arrived at
#   alone and never shown.
# PERCEPTION RULE, applied to all five: one deniable signal, counter-evidence around it,
#   an act out of proportion, and the inference NEVER stated on the page.
# OFF-LIMITS: a harpy eagle through a closed canopy; "everything has a motive once
#   somebody goes looking"; "the quiet detail is the one that matters"; "most of it is
#   exactly what it looks like"; "take people as you find them"; jalapeño, oregano.
#   OLD FACETS: a new man on the crew watched for a fortnight; coats over chairs reading
#   as a row in the car; spotting which of four is lying about paperwork; believing
#   somebody who says they are fine; a man at the door with a clipboard and a story
#   about the guttering. So no doorstep caller and no line-up of suspects.
#   QUESTION owns: the spotless flat and the one door that stays shut.
sour-fermented-black	most	kitchen	statements-requested	family	grounded
sour-fermented-black	high	car	mat-lifted	stranger	grounded
sour-fermented-black	mid	care home	revisit-unannounced	official	elevated
# LANE B — how a home actually runs: the shift board, the trolley, what the tour is arranged around.
sour-fermented-black	low	cafe	theory-dismissed	friend	grounded
sour-fermented-black	least	factory	shift-taken	friend	elevated
# LANE B — the line, the shift board, and what the job on it actually consists of.
#
# === spicy-smoked-green — footloose / adrift / anchored
# AXIS: you keep yourself unheld and free to go, and the moving is what makes you feel
#   alive.
# NOT: adventurous (spicy-roasted-fava — appetite for the new experience), restive
#   (umami-boiled-black's inverse, batch 11 — unable to wait), spontaneous (unplanned
#   action). This one is about nothing having a claim on you.
# OFF-LIMITS: an albatross crossing an ocean without landing; "never settling means
#   never being missed from anywhere"; "the next place is worth seeing"; "stay put this
#   time"; "roots are worth the trouble of growing"; chipotle butter, loose moorings.
#   OLD FACETS: a flat given up with boxes in your mother's garage and no address for
#   the forms; a job ending and it being the best you have felt; week nine of a
#   three-week plan; a rented room and the same walk on the same evenings; born four
#   miles from here and buried three.
#   QUESTION owns: the landlord offering another two years at the same rent — so no
#   leases and no tenancies anywhere in this entry.
spicy-smoked-green	most	video call	godparent-declined	friend	grounded
spicy-smoked-green	high	depot	agency-kept	official	grounded
spicy-smoked-green	mid	fairground	fair-followed	stranger	elevated
# LANE B — how a fair comes down and moves: who puts the waltzer up, where they sleep, what the next town is.
spicy-smoked-green	low	sports club	season-committed	friend	grounded
spicy-smoked-green	least	allotment	plot-signed	official	elevated
# LANE B — the fifteen-year list, the water rules, the site book, what a plot obliges you to.
#
# === sweet-fried-chickpea — funny / clownish / mirthless
# AXIS: you make the room lighter on the spot, and the lightening is a kindness — the
#   whole evening comes out better for your being in it.
# NOT: droll (bitter-fried-adzuki, batch 05 — dry wit), sardonic (sour-fermented-pinto,
#   batch 05), silly, witty. Warmth is the difference, and immediacy is the fried part.
# NO JOKE IS EVER WRITTEN. The act is the move that lightens, never the material.
# OFF-LIMITS: a kookaburra laughing at first light; "make the joke at your own expense
#   first" — so the self-deprecating turn is out; "lighten the wording, not the
#   substance"; "drop the bit"; "the plain unfunny sentence is the one that's needed";
#   cinnamon sugar.
#   OLD FACETS: a stopped train worked for two hours; an interview turned round; a class
#   got back with something daft; a graveside laugh you cannot join; a man in the next
#   bed trying jokes on you. So no stopped transport, no interview, no classroom, no
#   funeral, no hospital.
#   QUESTION owns: the changing room after the cup final is lost.
sweet-fried-chickpea	most	snooker hall	voice-repeated	friend	grounded
sweet-fried-chickpea	high	caravan	game-started	family	grounded
sweet-fried-chickpea	mid	letter	daft-version	family	elevated
# LANE A — it goes in the sealed box and gets opened when she is eighteen; that one is the one that is in there.
sweet-fried-chickpea	low	canteen	story-corrected	colleague	grounded
sweet-fried-chickpea	least	rehearsal room	prompt-requested	group	elevated
# LANE B — how a rehearsal actually runs: the blocking, the book, who is carrying the show.
#
# ============ COLD READ (on the final text, after all editing) ============
# Eight referent faults were found at the clarity pass and fixed BEFORE this read, so
# the read below is on text nothing else has touched: kidney mid ("them" had no
# antecedent — the board was being engraved by nobody); mung most (act carried two
# moves); mung high ("Her dog" opened on an unowned possessive, and "the floor of the
# room" arrived before the room did); mung mid ("crying about it" — no "it"); mung
# least (whose ashes were never said); green high (the agency books were in the act and
# nowhere else); chickpea most ("the voice" was shared history introduced at the act —
# the exact fault Caleb caught in batch 11, so it is now on the page as the impression
# of his boss); chickpea least (a prompt book is specialist furniture the page never
# explained — it is now a woman following the script with a pencil).
#
# bitter-roasted-kidney
#  most  ON THE PAGE: your brother has passed his tickets; four years of night school;
#        the table are all asking him about it; you did the same course years back; in
#        half the time; with nobody paying for it.
#        ACT NEEDS: yours = your own course, stated. Nothing else.
#        POLE NEEDS: vainglorious not proud — the audience is already pointed at him and
#        the act turns it, so the excess is the telling needing the room more than the
#        room needs the telling. Everything claimed is still true, which is the entry.
#        RESIST: let him have his night.
#  high  ON THE PAGE: a summer building the kennel runs at the shelter; on your own;
#        with money you raised; a couple being shown round; the girl on the desk has
#        told them a contractor did the outside; nobody has asked you anything.
#        ACT NEEDS: them = the couple; it = the outside. Both stated.
#        POLE NEEDS: proud, and the clause holding it there is "nobody's asked you
#        anything" — it makes the claim volunteered rather than merely corrective, which
#        is the trait rather than frankness. One sentence, no audience built.
#        RESIST: leave it.
#  mid   ON THE PAGE: the lido reopening after eleven years shut; you were one of about
#        thirty; you cleared it, painted it, chased the money; the woman organising it;
#        the board going up by the gate; engraved this week; it will just say volunteers.
#        ACT NEEDS: her = the woman organising it, put on the page at the fix.
#        POLE NEEDS: proud at low pitch — a small plain claim against a default that
#        would erase it. RESIST: leave it at volunteers.
#  low   ON THE PAGE: you cooked for the eight of you; the last night away; it took most
#        of the afternoon; one of them says it is the best thing she has eaten all year.
#        ACT NEEDS: her = the one who said it. The afternoon is what makes the deflection
#        a deflection from something.
#        POLE NEEDS: self-effacing at low pitch — the work is real and stated and you
#        hand part of it off. RESIST: say thanks and take it.
#  least ON THE PAGE: the chair you made; lot forty-one; a charity sale; the auctioneer
#        has your name and where you trained in the book; saying it puts a couple of
#        hundred on the price.
#        ACT NEEDS: him = the auctioneer; it = the lot.
#        POLE NEEDS: the inverse fully, and it needs a price or it is just modesty — the
#        price is stated and it is money for a charity, so the refusal costs somebody
#        else. RESIST: let him say it.
#
# bitter-dried-mung
#  most  ON THE PAGE: your friend has been crying since she sat down; told you three
#        times she does not know what she is going to do; she cannot stay in the flat on
#        one wage; somebody has to say so.
#        ACT NEEDS: she; what she can afford, which the flat and the one wage supply.
#        POLE NEEDS: cold not clinical — the help is genuinely needed AND the moment
#        wanted something else, and both are on the page. The excess is timing, not
#        cruelty; "somebody has to say so" is the foil that keeps it recognisable.
#        RESIST: leave the sums.
#  high  ON THE PAGE: your friend's dog is fourteen; it is today; she is down on the
#        floor with him; she cannot hold the pen; the vet is waiting with the form.
#        ACT NEEDS: it = the form; her = your friend. "The floor of the room" was cut at
#        the fix because the room arrived before the vet's did. RE-READ: clean.
#        POLE NEEDS: both halves of clinical have to be present — the care is that you
#        are the one who takes it on, the procedure is that what you do is sign. Take
#        either away and it is coldness or composure. RESIST: get down on the floor.
#  mid   ON THE PAGE: you are doing a shift at the food bank; the woman at the desk has
#        been crying there ten minutes; four people waiting behind her; half of what she
#        is not getting she is entitled to.
#        ACT NEEDS: her; the list = what she is entitled to.
#        POLE NEEDS: clinical at low pitch — you cross her crying to get to the useful
#        thing, and the useful thing is real. RESIST: sit with her first.
#        LANE B is the weakest in the batch: the desk, the queue and the entitlement are
#        the mechanism shown, and that is thinner than the churchyard or the fair.
#        Recorded rather than argued away.
#  low   ON THE PAGE: helping your neighbour; nine bags of his mum's clothes; the
#        charity shop; you have told him twice on the way how sorry you are.
#        ACT NEEDS: him; the door = the shop's.
#        POLE NEEDS: mawkish at low pitch — "twice already" is the evidence, and the
#        nine bags are the thing actually wanted. RESIST: get the bags in.
#  least ON THE PAGE: your gran's ashes going in; six of you; the hole is shoebox-sized
#        and already dug; a man stood back with a spade; waiting for the ten minutes to
#        be over; nobody was going to say anything.
#        ACT NEEDS: them all = the six of you; she = your gran, named at the fix.
#        POLE NEEDS: the inverse fully — the occasion is stated three separate ways to
#        be brief and practical, so making it a scene is the pole and not just feeling.
#        Freedom (she gets said properly) and price (the six, the spade, the ten
#        minutes) both on the page. RESIST: let it be quick.
#
# sour-fermented-black
#  PERCEPTION RULE checked on all five: signal / counter-evidence / disproportion, and
#  no facet states what the reader concluded.
#  most  ON THE PAGE: your mum's neighbour; driving her to appointments since your dad
#        died; doing her shopping; will not take anything for the petrol; your mum
#        thinks the world of him; so does everybody on that road.
#        ACT NEEDS: her = your mum; her bank statements.
#        POLE NEEDS: suspicious — SIGNAL: he will not take petrol money, which is what
#        kind people do. COUNTER: two sentences of everyone rating him. DISPROPORTION:
#        going through a grieving woman's accounts. Nothing on the page is wrong, which
#        is what makes this the excess. RESIST: leave her be.
#  high  ON THE PAGE: buying his car off the drive; service history; two owners; a
#        hundred off without being asked; every mat grey except the driver's; that one
#        new and black.
#        ACT NEEDS: him = the seller, established by "his car off the drive"; it = the
#        driver's mat.
#        POLE NEEDS: SIGNAL: one new mat, which is deniable. COUNTER: three good facts,
#        one of them generous. DISPROPORTION: making a stranger take his own car apart
#        on his own drive. RESIST: buy the car.
#  mid   ON THE PAGE: they show you round for your gran; immaculate; flowers on; a woman
#        playing the piano; the manager knows every resident by name; the lounge
#        television at full volume; not one of the eleven people facing it.
#        ACT NEEDS: coming back at the weekend unannounced — the tour is what makes an
#        unannounced return a move at all, and it is on the page.
#        POLE NEEDS: SIGNAL / COUNTER as above; the DISPROPORTION is deliberately mild,
#        which is what makes it low pitch rather than the excess. RESIST: put the
#        deposit down.
#  low   ON THE PAGE: your friend's theory about the new bloke at her work; how he asks
#        about everyone's weekends; who he sits with; what he did about the rota; twenty
#        minutes; she wants you to help her join it up.
#        ACT NEEDS: her; he. Both on the page.
#        POLE NEEDS: undiscerning at low pitch — the reading arrives fully assembled and
#        free, and you flatten it. RESIST: help her join it up.
#  least ON THE PAGE: your mate has walked you round the line where he works; the
#        presses; the board with everyone's shifts; he has said the whole way round it
#        is a good place and they look after you; three people have left this month.
#        ACT NEEDS: a start = on the line, on the page.
#        POLE NEEDS: the inverse fully. The one contrary fact is sat on the page and the
#        act walks past it — that is what makes it undiscerning rather than trusting.
#        Freedom (you are in) and price (you asked nothing). RESIST: ask why three have
#        gone.
#
# spicy-smoked-green
#  most  ON THE PAGE: she is asking you to be a godparent; there is nobody else left to
#        ask; you can hear the baby in the background; three countries this year; you
#        could not say what the next one is.
#        ACT NEEDS: her; somebody who will be there.
#        POLE NEEDS: adrift — the excess is not the refusing but that you cannot be
#        counted on to be anywhere, and "nobody else left to ask" is where it lands.
#        NOT-DOING CHECK under the new rule: the setup names the specific act available
#        (be a godparent), so declining is a real vote — and the act written is a doing
#        regardless. RESIST: say yes and turn up.
#  high  ON THE PAGE: on the agency at the depot since the spring; they have offered you
#        the job proper; same work; more money; the bloke who runs it went out of his
#        way; taking it means a year's notice and being here for it.
#        ACT NEEDS: the agency books — put on the page at the fix; it was in the act and
#        nowhere else.
#        POLE NEEDS: footloose — the fixing offer is good, freely given and costs you
#        nothing to take, so refusing it can only be the trait. RESIST: take the job.
#  mid   ON THE PAGE: the man who runs the waltzer; since it shut; he is showing you how
#        it folds into two lorries and where they sleep on the way; they are in the next
#        town by morning.
#        ACT NEEDS: they = the fair; a pair of hands.
#        POLE NEEDS: footloose at low pitch — the next place is live, reachable tonight,
#        and you move a step toward it. RESIST: go home.
#  low   ON THE PAGE: a man short every week; the club folds if they cannot put eleven
#        out; your mate wants the whole season; every Saturday until April.
#        ACT NEEDS: him = your mate.
#        POLE NEEDS: anchored at low pitch — a claim on you with a stated horizon, taken
#        on. RESIST: tell him you will come when you can.
#  least ON THE PAGE: the plot has come up after fifteen years on the list; the man
#        walking you round; the water goes off in October; the shed stays with the plot;
#        you are expected on it by March or it goes back; everyone on the site has been
#        here decades.
#        ACT NEEDS: it = the plot.
#        POLE NEEDS: the inverse fully — the obligation is spelled out before the act,
#        so signing is a horizon accepted rather than a form filled in. Freedom (a plot
#        and a shed) and price (March, every year). RESIST: let it go to the next on
#        the list.
#
# sweet-fried-chickpea
#  NO JOKE IS WRITTEN IN ANY OF THE FIVE. Each act is the move that lightens; the
#  material is never on the page, so Resist cannot become "that isn't funny".
#  most  ON THE PAGE: he has started three times tonight on why he has been off work;
#        each time you have done the impression of his boss; he has laughed and let it
#        go; he has stopped trying now.
#        ACT NEEDS: the impression, which is now established in the setup. It was
#        introduced at the act in the first draft — the batch 11 fault repeating, caught
#        here at the clarity pass.
#        POLE NEEDS: clownish — the lightening has become the only register available
#        and it is costing him the thing he came to say. "He's stopped trying now" is
#        the whole evidence for the excess; without it this is just a funny mate.
#        RESIST: put the cue down and ask him.
#  high  ON THE PAGE: day three; the awning is flooded; the two kids have been in since
#        ten; your sister has said she wants to pack up and go home; nobody has said
#        anything for half an hour.
#        ACT NEEDS: the game about everyone's worst ever holiday — introduced at the act
#        and allowed, because it is something the reader PRODUCES and explains itself.
#        POLE NEEDS: funny — the flatness is stated and so is what it is about to cost
#        (the holiday ending), so changing the room is the kindness rather than a bit.
#        RESIST: let it be flat.
#  mid   ON THE PAGE: your brother has had a baby; everyone is writing her a letter for
#        the box; opened when she is eighteen; the four you have read are all beautiful;
#        it is sealed tonight.
#        ACT NEEDS: the daft one = yours, against the four beautiful ones.
#        POLE NEEDS: funny at low pitch — the room's register is set and stated, and you
#        go warmly the other way. RESIST: write a beautiful one.
#  low   ON THE PAGE: they are telling the one about the day you put the whole order in
#        wrong; it is not unkind; the table is laughing; you come out of it fine.
#        ACT NEEDS: what actually happened = the day the order went in wrong.
#        POLE NEEDS: mirthless at low pitch, and the clause carrying it is "you come out
#        of it fine" — the lightness costs you nothing, so replacing it with accuracy
#        can only be the pole. RESIST: let them have it.
#  least ON THE PAGE: your mate has dragged you to the panto rehearsal; they are all
#        larking about between the blocking; the woman following the script with a
#        pencil; somebody has put a copy in your hand; they want you to read the dame;
#        the fella playing her is off.
#        ACT NEEDS: following the script = what the woman with the pencil is doing, on
#        the page. This replaced "the prompt book", which the page never explained.
#        POLE NEEDS: the inverse fully — the lightness is offered directly and warmly,
#        and you swap it for the one job in the room with none in it. NOT-DOING CHECK:
#        the declined act (read the dame) is named, and the act taken is a positive one.
#        Freedom (useful, unbothered) and price (they were inviting you in). RESIST:
#        read it.
#
# ============ RE-READ, after the explicitness pass (2026-08-21) ============
# Caleb: the last two batches "lean a bit vague, and very boring", with cannellini mid
# as the example — a facet whose whole hinge was "the same reason you've been up at
# half four" and which never gave the reason. Fifty facets audited; sixteen turned on
# something the page never named. Six of those are in this batch. Every changed line
# re-read below on its final text, all three lists.
#
# bitter-roasted-kidney
#  most  CHANGED: the qualification is now named — his electrician's tickets.
#        ON THE PAGE: your brother has passed his electrician's tickets; four years of
#        night school; the table are all asking him about it; you did the same course
#        years back, in half the time, with nobody paying for it.
#        ACT NEEDS: yours = your own electrician's tickets, now a named thing rather
#        than an unnamed course. POLE NEEDS: unchanged — the audience is already
#        pointed at him and the act turns it. RESIST: let him have his night.
#  low   CHANGED: "it took most of the afternoon" became "a mutton curry you'd had on
#        since two" — the labour is the same and the dish is now on the page, so the
#        deflection has an object and "your mum's recipe" has something to attach to.
#        ON THE PAGE: you cooked for the eight of you; the last night away; a mutton
#        curry on since two; one of them says it is the best thing she has eaten all
#        year. ACT NEEDS: her; the recipe. POLE NEEDS: self-effacing at low pitch, and
#        the hours are still stated. RESIST: say thanks and take it.
#
# bitter-dried-mung
#  most  CHANGED: the situation is named. Before, a woman was crying for no stated
#        reason and the reader had to infer one.
#        ON THE PAGE: your friend's husband moved out last week; she has been crying
#        since she sat down; told you three times she does not know what she is going to
#        do; she cannot cover the flat on her wage; somebody has to say so.
#        ACT NEEDS: she; what she can afford, from the flat and her wage.
#        POLE NEEDS: cold — the crying is now legible instead of unexplained, which
#        makes the timing of the sums the excess rather than a puzzle. RESIST: leave
#        the sums.
#  mid   CHANGED: "half of what she isn't getting she's entitled to" named nothing, so
#        "the list" in the act pointed at nothing. Now: the council tax reduction and
#        the disability element.
#        ON THE PAGE: a shift at the food bank; the woman at the desk crying ten
#        minutes; four people waiting behind her; she is not claiming the council tax
#        reduction or the disability element; she is entitled to both.
#        ACT NEEDS: her; the list = the two things now named.
#        POLE NEEDS: clinical at low pitch. LANE B was recorded last time as the
#        weakest in the batch; naming the two entitlements is what it was missing.
#        RESIST: sit with her first.
#
# sweet-fried-chickpea
#  most  CHANGED: "why he's been off work" became "why he's been signed off since
#        March". DELIBERATE WITHHOLDING, recorded so it is not read as an oversight:
#        the reason must stay unsaid, because the whole mechanic is that he never gets
#        to say it. What was actually vague was whether there was a specific thing at
#        all; a dated, medical fact now establishes one.
#        ON THE PAGE: he has started three times tonight on why he has been signed off
#        since March; each time you have done the impression of his boss; he has laughed
#        and let it go; he has stopped trying now.
#        ACT NEEDS: the impression, established in the setup.
#        POLE NEEDS: clownish — "he's stopped trying now" is still the whole evidence.
#        RESIST: put the cue down and ask him.
#  low   CHANGED: "the day you put the whole order in wrong" became "the day you ordered
#        ninety kilos of onions instead of nine".
#        ON THE PAGE: they are telling the one about the onions; it is not unkind; the
#        table is laughing; you come out of it fine.
#        ACT NEEDS: what actually happened = the onion order, now specific enough that
#        going through it is a picturable act. POLE NEEDS: mirthless at low pitch, and
#        "you come out of it fine" still carries it. RESIST: let them have it.
#
# sour-fermented-black and spicy-smoked-green were audited line by line and NOT
# changed — every one of their ten already names its object. Recorded so the absence
# is visible as a decision rather than a gap.
#
# ============ SWEEP RE-READ (2026-08-23) ============
# CAUSE: FACETS.md step 8 said to run `lint-facets.mjs --written`. That flag filters to
# entries whose lastUpdated is filled — the ones Caleb has APPROVED — so it skipped
# every entry in this batch and printed clean. Batches 11 to 19 were all "linted" that
# way. Caleb asked for a sweep; the linter was run properly across 11-18 and found 46
# faults, 45 of them in batches 11-14. FACETS.md step 8 is corrected.
#
# FOUR LINTER RULES WERE NARROWED FIRST, so good prose was not contorted to satisfy a
# bad check: the verb list was missing ordinary verbs (post, vote, email, sign), so
# "You post the twenty-two." read as verbless; the first-eight-words determiner list
# lacked "these", "those" and numbers above twelve, so "Eleven fights" read as abstract;
# "telling the one about ..." is a fixed idiom, not a first-mention definite person; and
# "the flight" is an aeroplane when the line also contains a plane.
#
# THREE FLAGS ARE JUDGED FALSE AND LEFT STANDING, recorded rather than obeyed:
#   sour-fermented-black facetMid and sour-fermented-chickpea facetMid — "closing act is
#     framed as not-doing". Both acts are doings (asking to come back unannounced;
#     telling him to complain about the four months). The regex is matching a negation
#     inside the act, not a not-doing.
#   sweet-fried-pinto facetHigh — shares "talks" with fortuneHigh. A bare verb, no shared
#     image; this is the false positive FACETS.md warns about under step 2.
#
# CHANGED AND RE-READ, all three lists, on the new text:
#  bitter-roasted-kidney facetMid — "the work was done by volunteers" became "no names
#    are going on it", and the act "put your name on it" became "put yours on"; "it" is
#    down from four to one. ON THE PAGE: the board, engraved this week, no names going
#    on. ACT NEEDS: yours = your name; on = on the board. POLE NEEDS: STRONGER than
#    before — the default is now explicitly nameless, so asking is a plainer claim.
#    RESIST: leave it at no names.
#  bitter-dried-mung facetMid — "the list" became "both claims", which the previous
#    sentence names (the council tax reduction, the disability element). ACT NEEDS: both
#    claims, both stated. POLE NEEDS: unchanged.
#  sour-fermented-black facetLow — "the new bloke at her work" became "the new man where
#    she works" and "the rota" became "the shift swaps", which is on the page as part of
#    her theory rather than as unexplained trade furniture. POLE NEEDS: unchanged.
#  sour-fermented-black facetLeast — "mate" to friend.
#  spicy-smoked-green facetHigh — "the job proper" and "the bloke who runs it" became
#    "take you on properly" and "the man who runs the place"; "it" down from four to two.
#    ACT NEEDS: the agency books, still established by "on the agency at the depot".
#    POLE NEEDS: unchanged — the offer is still good, free and stated.
#  spicy-smoked-green facetMid — "the whole thing" became "the ride". ACT NEEDS: they =
#    the fair. POLE NEEDS: unchanged.
#  spicy-smoked-green facetLow — "mate" to friend.
#  spicy-smoked-green facetLeast — "it" down from four to one: "walking you round", "on
#    the ground by March", "the tenancy goes back". ACT NEEDS: it = the plot. POLE NEEDS:
#    the obligation is still spelled out before the act, which is what makes signing a
#    horizon accepted rather than a form filled in.
#  sweet-fried-chickpea facetHigh — three commas before the main verb reordered to two
#    clauses and a semicolon; still two sentences, so the entry stays inside the
#    same-shape cap. Nothing on the page moved.
#  sweet-fried-chickpea facetLeast — "mate" to friend.
#~ ============ COLD READ STAMPS — regenerate with `node scripts/cold-read.mjs stamp <file>` ====
#~ Each line is the facet text as it stood when it was cold-read. `commit` refuses
#~ the batch if any of them has changed since. Edit a facet, read it again, restamp.
#@ bitter-roasted-kidney most ccb8c6999b
#@ bitter-roasted-kidney high 6985c37818
#@ bitter-roasted-kidney mid a00c5ccdf1
#@ bitter-roasted-kidney low 15d9191981
#@ bitter-roasted-kidney least d10c516404
#@ bitter-dried-mung most 3e883c260b
#@ bitter-dried-mung high 641045a970
#@ bitter-dried-mung mid 1ba4ae2ab8
#@ bitter-dried-mung low 1e9a59700c
#@ bitter-dried-mung least 3acc474d06
#@ sour-fermented-black most b2b5fd24f0
#@ sour-fermented-black high 91938f8c6d
#@ sour-fermented-black mid c9fe03583c
#@ sour-fermented-black low c305b02b76
#@ sour-fermented-black least 15dd25e318
#@ spicy-smoked-green most 5cd5788570
#@ spicy-smoked-green high d5be8e4812
#@ spicy-smoked-green mid 76ea6af848
#@ spicy-smoked-green low fd6e08cdb1
#@ spicy-smoked-green least f794b09409
#@ sweet-fried-chickpea most dc4cbcab2f
#@ sweet-fried-chickpea high 9e309cf9ab
#@ sweet-fried-chickpea mid 421e2ab944
#@ sweet-fried-chickpea low b72db1a6d7
#@ sweet-fried-chickpea least d12f4c0bc3
